,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
519,Justin Che,us USA,DFMF,Hoffenheim,de Bundesliga,17,2003,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,Matches,3c569f37
520,Chema,es ESP,MF,Getafe,es La Liga,29,1992,1,1,45,0.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,7f203b54
521,Rayan Cherki,fr FRA,FWMF,Lyon,fr Ligue 1,17,2003,16,3,440,4.9,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.7,0.7,0.7,1.4,0.14,0.14,0.28,0.14,0.28,Matches,b34c63a5
522,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,30,1990,17,5,563,6.3,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,1.0,1.0,0.3,1.3,0.16,0.05,0.21,0.16,0.21,Matches,0ac94a23
523,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,240c8ab6
524,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,21,16,1354,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,Matches,e85fb9b8
525,Federico Chiesa,it ITA,MFFW,Juventus,it Serie A,23,1997,14,11,863,9.6,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37,Matches,b0f7e36c
526,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,7,6,542,6.0,3,1,3,0,0,0,0,0.50,0.17,0.66,0.50,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34,Matches,d2424d1b
527,Chiquinho,pt POR,DFMF,Wolves,eng Premier League,21,2000,8,1,208,2.3,0,3,0,0,0,0,0,0.00,1.30,1.30,0.00,1.30,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41,Matches,dc6c2f02
528,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,29,27,2300,25.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Matches,c316607a
529,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,31,31,2637,29.3,3,1,3,0,0,6,0,0.10,0.03,0.14,0.10,0.14,1.2,1.2,1.3,2.5,0.04,0.05,0.09,0.04,0.09,Matches,68a26d51
530,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,36,33,2935,32.6,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05,Matches,7909ffa4
531,Hamza Choudhury,eng ENG,DFMF,Leicester City,eng Premier League,23,1997,6,4,285,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,7d2d3329
532,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,19,17,1496,16.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches,1cb49278
533,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,27,22,2054,22.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches,e7b899b8
534,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,eng Premier League,17,2003,12,2,301,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.6,0.6,1.0,1.5,0.17,0.29,0.46,0.17,0.46,Matches,b2f9c73e
535,Samuel Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,22,1999,27,12,1333,14.8,3,3,3,0,0,4,0,0.20,0.20,0.41,0.20,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59,Matches,b8a642fc
536,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,25,20,1830,20.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.03,0.00,0.03,0.03,0.03,Matches,ec1a731e
537,Riccardo Ciervo,it ITA,MFDF,Sampdoria,it Serie A,19,2002,10,1,227,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14,Matches,da77b60b
538,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,17,17,1457,16.2,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,04ac8285
539,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,31,11,1097,12.2,2,1,2,0,0,5,0,0.16,0.08,0.25,0.16,0.25,1.6,1.6,0.5,2.1,0.13,0.04,0.18,0.13,0.18,Matches,9a0408b6
540,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,2003,3,0,38,0.4,1,0,1,0,0,0,0,2.37,0.00,2.37,2.37,2.37,0.5,0.5,0.0,0.5,1.21,0.00,1.21,1.21,1.21,Matches,ee3c4b3f
541,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e4ba67f2
542,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,13,12,1014,11.3,0,1,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.10,0.07,0.10,Matches,2b91cf8e
543,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,10,0,209,2.3,0,2,0,0,0,1,0,0.00,0.86,0.86,0.00,0.86,0.5,0.5,0.8,1.3,0.20,0.36,0.56,0.20,0.56,Matches,741418c3
544,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,37,35,3046,33.8,5,11,5,0,0,3,0,0.15,0.33,0.47,0.15,0.47,2.7,2.7,7.2,9.9,0.08,0.21,0.29,0.08,0.29,Matches,5219ab4a
545,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,19,18,1514,16.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.06,0.01,0.06,Matches,33a61a52
546,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,28,20,1616,18.0,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.0,2.9,0.05,0.11,0.16,0.05,0.16,Matches,6cdd8245
547,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,16,15,1351,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Matches,0442183b
548,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,38,38,3361,37.3,4,0,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11,2.0,2.0,0.0,2.0,0.05,0.00,0.05,0.05,0.05,Matches,2928dca2
549,Marcus Coco,fr FRA,FWDF,Nantes,fr Ligue 1,25,1996,24,9,930,10.3,1,1,1,0,0,3,1,0.10,0.10,0.19,0.10,0.19,0.6,0.6,0.7,1.2,0.05,0.06,0.12,0.05,0.12,Matches,3010aefb
550,Coke,es ESP,DF,Levante,es La Liga,34,1987,6,1,118,1.3,1,0,1,0,0,1,0,0.76,0.00,0.76,0.76,0.76,0.4,0.4,0.1,0.4,0.27,0.05,0.33,0.27,0.33,Matches,6d8f8441
551,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,30,30,2656,29.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,1.1,2.1,0.03,0.04,0.07,0.03,0.07,Matches,0420d84f
552,Álex Collado,es ESP,MFFW,Granada,es La Liga,22,1999,17,13,1020,11.3,2,1,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,0.8,0.8,1.2,2.0,0.07,0.11,0.18,0.07,0.18,Matches,85dace26
553,Ebrima Colley,gm GAM,FWMF,Spezia,it Serie A,21,2000,11,3,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.6,2.2,0.16,0.35,0.51,0.16,0.51,Matches,bf356094
554,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,32,31,2745,30.5,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.4,0.05,0.00,0.05,0.05,0.05,Matches,8b95acda
555,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,19,18,1670,18.6,2,0,2,0,0,2,1,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.9,2.5,0.08,0.05,0.14,0.08,0.14,Matches,a8c19eb8
556,Kingsley Coman,fr FRA,FWDF,Bayern Munich,de Bundesliga,25,1996,21,16,1359,15.1,6,2,6,0,0,1,1,0.40,0.13,0.53,0.40,0.53,4.5,4.5,3.2,7.8,0.30,0.21,0.51,0.30,0.51,Matches,042e8a49
557,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,8,5,408,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.09,0.00,0.09,0.09,0.09,Matches,15937e17
558,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,1996,35,32,2682,29.8,1,2,1,0,0,12,1,0.03,0.07,0.10,0.03,0.10,4.0,4.0,2.5,6.4,0.13,0.08,0.21,0.13,0.21,Matches,5ae499d0
559,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4eae5bc4
560,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,21,2000,4,1,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.8,0.26,0.20,0.47,0.26,0.47,Matches,27c01749
561,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,37,37,3322,36.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,8cabdc1e
562,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,17,17,1347,15.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,2.2,2.5,0.02,0.15,0.17,0.02,0.17,Matches,cfa49cc1
563,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8fef5412
564,Andrea Conti,it ITA,DFMF,Sampdoria,it Serie A,27,1994,7,2,234,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.3,0.3,0.0,0.3,0.12,0.00,0.12,0.12,0.12,Matches,8fef5412
565,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,21,21,1814,20.2,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches,dc64b8b3
566,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.23,0.00,0.23,0.23,0.23,Matches,8356931a
567,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,4,3,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,22ae86f9
568,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,20,8,830,9.2,2,1,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33,0.3,0.3,0.7,0.9,0.03,0.07,0.10,0.03,0.10,Matches,a6951bf8
569,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,28,13,1324,14.7,0,3,0,0,0,0,1,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.6,1.0,0.03,0.04,0.07,0.03,0.07,Matches,0e7ccfc4
570,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,23,1997,13,2,328,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.23,0.04,0.27,0.23,0.27,Matches,229cd98a
571,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,20,20,1670,18.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.9,0.04,0.01,0.05,0.04,0.05,Matches,74e12f1e
572,Maxwel Cornet,ci CIV,DFMF,Lyon,fr Ligue 1,24,1996,1,1,63,0.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches,beb391dd
573,Maxwel Cornet,ci CIV,FWMF,Burnley,eng Premier League,24,1996,26,21,1766,19.6,9,1,9,0,1,2,0,0.46,0.05,0.51,0.46,0.51,6.7,5.9,1.5,7.4,0.34,0.07,0.42,0.30,0.38,Matches,beb391dd
574,Jesús Corona,mx MEX,FWDF,Sevilla,es La Liga,28,1993,18,12,1157,12.9,2,4,2,0,0,2,0,0.16,0.31,0.47,0.16,0.47,1.7,1.7,3.3,5.0,0.13,0.26,0.39,0.13,0.39,Matches,fb938d24
575,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,26,1995,36,21,1856,20.6,12,5,12,0,0,3,1,0.58,0.24,0.82,0.58,0.82,6.8,6.8,3.5,10.2,0.33,0.17,0.50,0.33,0.50,Matches,01eb744d
576,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,26,12,1025,11.4,6,1,6,0,0,2,0,0.53,0.09,0.61,0.53,0.61,4.8,4.8,2.0,6.7,0.42,0.17,0.59,0.42,0.59,Matches,45b9b619
577,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,19,18,1414,15.7,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.1,0.02,0.05,0.07,0.02,0.07,Matches,c78b352d
578,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,28,1993,11,7,725,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches,5ddb8f9f
579,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,20,2001,33,16,1464,16.3,3,5,3,0,0,2,0,0.18,0.31,0.49,0.18,0.49,2.5,2.5,3.6,6.2,0.16,0.22,0.38,0.16,0.38,Matches,59948ef7
580,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matches,f13d02a6
581,Hélder Costa,ao ANG,MFFW,Valencia,es La Liga,27,1994,22,13,1118,12.4,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.7,2.0,0.03,0.14,0.16,0.03,0.16,Matches,f13d02a6
582,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,25,21,1828,20.3,0,4,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,0.7,0.7,2.4,3.0,0.03,0.12,0.15,0.03,0.15,Matches,808d48f3
583,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2434f24a
584,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,28,25,2209,24.5,0,4,0,0,0,5,1,0.00,0.16,0.16,0.00,0.16,0.6,0.6,2.4,3.0,0.02,0.10,0.12,0.02,0.12,Matches,fdf3cb77
585,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,21,9,850,9.4,5,0,5,0,0,1,0,0.53,0.00,0.53,0.53,0.53,4.1,4.1,1.6,5.6,0.43,0.17,0.59,0.43,0.59,Matches,9980269a
586,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,31,29,2332,25.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.3,0.04,0.01,0.05,0.04,0.05,Matches,85a44ecc
587,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,12,9,808,9.0,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,1.2,1.2,0.2,1.4,0.13,0.03,0.16,0.13,0.16,Matches,c976160c
588,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,20,2001,21,11,1079,12.0,0,1,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,0.9,0.9,0.7,1.6,0.08,0.06,0.13,0.08,0.13,Matches,05ba9d7c
589,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1840e36d
590,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,29,1992,12,5,503,5.6,2,0,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,2.8,2.0,0.3,2.4,0.50,0.06,0.56,0.36,0.42,Matches,0ef89a37
591,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,29,1992,19,16,1329,14.8,5,3,5,0,0,0,0,0.34,0.20,0.54,0.34,0.54,3.7,3.7,3.2,6.9,0.25,0.22,0.47,0.25,0.47,Matches,0ef89a37
592,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,34,32,2770,30.8,2,2,2,0,0,2,1,0.06,0.06,0.13,0.06,0.13,1.4,1.4,1.0,2.4,0.05,0.03,0.08,0.05,0.08,Matches,8f325097
593,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f554e29b
594,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,31,31,2726,30.3,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,1.1,1.1,3.2,4.3,0.04,0.11,0.14,0.04,0.14,Matches,4f974391
595,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,5,1,141,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,4654e5f5
596,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,20,18,1618,18.0,6,1,0,6,7,4,0,0.33,0.06,0.39,0.00,0.06,5.6,0.3,0.8,1.1,0.31,0.04,0.36,0.02,0.06,Matches,35dd6d80
597,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,34,29,2678,29.8,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,2.3,2.3,1.6,3.9,0.08,0.05,0.13,0.08,0.13,Matches,16657b95
598,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.39,0.42,0.03,0.42,Matches,ad81ba78
599,Enzo Crivelli,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,26,1995,4,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.33,0.00,0.33,0.33,0.33,Matches,06f33dc8
600,Domen Črnigoj,si SVN,MFDF,Venezia,it Serie A,25,1995,34,22,1881,20.9,3,1,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19,2.3,2.3,0.9,3.2,0.11,0.04,0.15,0.11,0.15,Matches,22cd43d2
601,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.31,0.00,0.31,0.31,0.31,Matches,8c964914
602,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,23,22,1934,21.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.01,0.00,0.02,0.01,0.02,Matches,a56da3ba
603,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,33,1988,33,28,2487,27.6,4,3,4,0,0,9,0,0.14,0.11,0.25,0.14,0.25,2.0,2.0,5.0,7.0,0.07,0.18,0.25,0.07,0.25,Matches,0ab1f153
604,Cucho,co COL,FWMF,Watford,eng Premier League,22,1999,25,11,1147,12.7,5,2,5,0,0,3,0,0.39,0.16,0.55,0.39,0.55,2.5,2.5,1.9,4.4,0.20,0.15,0.35,0.20,0.35,Matches,71b47ab9
605,Marc Cucurella,es ESP,FWDF,Getafe,es La Liga,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.22,0.23,0.45,0.22,0.45,Matches,1daec722
606,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,35,35,3089,34.3,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.7,3.4,0.02,0.08,0.10,0.02,0.10,Matches,1daec722
607,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,32,31,2683,29.8,1,0,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.1,0.8,0.02,0.00,0.03,0.02,0.03,Matches,0abc51f2
608,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.97,0.97,0.00,0.97,Matches,5722eced
609,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,13,13,918,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.0,1.5,0.05,0.09,0.15,0.05,0.15,Matches,5722eced
610,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,4,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.12,0.12,0.00,0.12,Matches,cc3b8e78
611,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,29,8,1063,11.8,6,4,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,6.3,6.3,2.2,8.5,0.53,0.19,0.72,0.53,0.72,Matches,dc62b55d
612,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,1,1,64,0.7,0,1,0,0,0,0,0,0.00,1.41,1.41,0.00,1.41,0.7,0.7,0.0,0.7,0.94,0.00,0.94,0.94,0.94,Matches,dc62b55d
613,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,28,15,1401,15.6,3,0,3,0,0,1,0,0.19,0.00,0.19,0.19,0.19,4.7,4.7,0.9,5.6,0.30,0.06,0.36,0.30,0.36,Matches,a4fe8cda
614,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,24,17,1490,16.6,2,3,2,0,0,3,0,0.12,0.18,0.30,0.12,0.30,0.8,0.8,3.0,3.8,0.05,0.18,0.23,0.05,0.23,Matches,3e092724
615,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,17,16,1402,15.6,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.4,0.7,0.01,0.03,0.04,0.01,0.04,Matches,b0a0698b
616,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,4,1,131,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7ba1f1ef
617,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,20,9,1000,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,1.9,1.9,0.1,2.0,0.17,0.01,0.18,0.17,0.18,Matches,44eb9093
618,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,10,5,393,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,1.0,1.0,1.7,2.7,0.23,0.39,0.63,0.23,0.63,Matches,007faf7a
619,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2001,15,11,836,9.3,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.3,1.3,0.9,2.2,0.14,0.10,0.24,0.14,0.24,Matches,007faf7a
620,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,17,13,1126,12.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.03,0.03,0.06,0.03,0.06,Matches,1ec7e1c5
621,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,29,1992,27,17,1310,14.6,3,4,3,0,0,5,0,0.21,0.27,0.48,0.21,0.48,3.7,3.7,2.6,6.3,0.25,0.18,0.43,0.25,0.43,Matches,eac044ad
622,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,3,2,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches,29c02c9f
623,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dee3013b
