,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
137,Kwadwo Asamoah,gh GHA,DFMF,Cagliari,it Serie A,31,1988,2.5,0,2,1,50.0,0.80,0.40,0.00,0.00,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
138,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,1,7,3,42.9,0.83,0.35,0.14,0.33,18.7,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
139,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
140,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,24,1996,20.8,5,42,11,26.2,2.02,0.53,0.12,0.45,18.2,3,0,0,4.9,4.9,0.12,+0.1,+0.1,Matches
141,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,0,1,0,0.0,0.95,0.00,0.00,,25.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
142,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,14,43,22,51.2,1.35,0.69,0.21,0.41,15.7,5,5,5,12.5,8.7,0.20,+1.5,+0.3,Matches
143,Roger Assalé,ci CIV,FWMF,Dijon,fr Ligue 1,26,1993,9.2,1,11,5,45.5,1.20,0.54,0.09,0.20,16.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
144,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,0,5,0,0.0,0.54,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
145,Youcef Attal,dz ALG,DFMF,Nice,fr Ligue 1,24,1996,10.6,1,8,5,62.5,0.75,0.47,0.13,0.20,17.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
146,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,10,56,19,33.9,2.16,0.73,0.14,0.42,13.5,0,2,2,10.6,9.1,0.16,-0.6,-1.1,Matches
147,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,1,8,2,25.0,0.22,0.06,0.13,0.50,19.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
149,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,26,1994,21.7,0,17,6,35.3,0.78,0.28,0.00,0.00,17.9,3,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
151,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,2,14,6,42.9,0.79,0.34,0.14,0.33,16.4,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
152,Charlie Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,1.5,0,3,0,0.0,1.96,0.00,0.00,,19.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
153,Ezequiel Ávila,ar ARG,MFFW,Osasuna,es La Liga,26,1994,2.2,0,8,2,25.0,3.56,0.89,0.00,0.00,20.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
154,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,5,29,13,44.8,1.92,0.86,0.17,0.38,11.2,0,0,0,6.9,6.9,0.24,-1.9,-1.9,Matches
155,Mehmet-Can Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,0,1,0,0.0,0.18,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
156,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,28,1991,23.3,1,25,11,44.0,1.07,0.47,0.04,0.09,16.7,0,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
157,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,0,5,0,0.0,0.57,0.00,0.00,,15.1,2,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
158,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,0,25,6,24.0,0.66,0.16,0.00,0.00,18.6,0,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
159,Ramon Azeez,ng NGA,MFDF,Granada,es La Liga,27,1992,1.1,0,2,0,0.0,1.78,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
160,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,1,11,4,36.4,0.45,0.16,0.09,0.25,16.1,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
161,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,34,1986,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,5,20,12,60.0,2.29,1.37,0.25,0.42,15.2,0,0,0,3.5,3.5,0.17,+1.5,+1.5,Matches
163,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,0,11,3,27.3,0.38,0.10,0.00,0.00,14.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
164,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,1,17,4,23.5,0.64,0.15,0.06,0.25,23.7,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
165,Édgar Badía,es ESP,GK,Elche,es La Liga,28,1992,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
167,Miguel Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.50,14.1,0,0,0,1.5,1.5,0.16,-0.5,-0.5,Matches
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,6,57,23,40.4,3.17,1.28,0.11,0.26,16.7,0,0,1,7.4,6.6,0.12,-1.4,-0.6,Matches
169,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,9,60,23,38.3,2.52,0.97,0.15,0.39,20.5,3,0,0,6.9,6.9,0.11,+2.1,+2.1,Matches
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,0,2,0,0.0,0.20,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,2,16,4,25.0,0.73,0.18,0.13,0.50,16.9,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,0,2,2,100.0,0.11,0.11,0.00,0.00,14.0,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
174,Ridle Baku,de GER,FWDF,Wolfsburg,de Bundesliga,22,1998,29.8,6,34,12,35.3,1.14,0.40,0.18,0.50,18.3,0,0,0,3.3,3.3,0.10,+2.7,+2.7,Matches
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
176,Dilane Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,17,2002,0.6,0,3,2,66.7,4.82,3.21,0.00,0.00,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
177,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,13.3,1,8,2,25.0,0.60,0.15,0.13,0.50,9.6,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
178,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,7,44,19,43.2,3.31,1.43,0.16,0.37,13.5,0,0,0,5.8,5.8,0.13,+1.2,+1.2,Matches
179,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,27,1993,31.0,0,13,2,15.4,0.42,0.06,0.00,0.00,16.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
180,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,1989,10.2,11,38,19,50.0,3.72,1.86,0.29,0.58,18.2,7,0,0,5.3,5.3,0.15,+5.7,+5.7,Matches
181,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,0,3,1,33.3,0.16,0.05,0.00,0.00,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0,Matches
182,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,2,13,4,30.8,0.72,0.22,0.15,0.50,8.2,0,0,0,1.8,1.8,0.14,+0.2,+0.2,Matches
183,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,0,2,1,50.0,0.27,0.14,0.00,0.00,13.0,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
184,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,0,1,1,100.0,0.07,0.07,0.00,0.00,15.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
186,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,24,1996,33.2,6,60,20,33.3,1.81,0.60,0.10,0.30,21.6,1,0,0,4.4,4.4,0.07,+1.6,+1.6,Matches
187,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,0,2,1,50.0,0.17,0.09,0.00,0.00,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
188,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,17,105,45,42.9,3.10,1.33,0.14,0.33,12.7,0,2,2,17.3,15.7,0.15,-0.3,-0.7,Matches
189,Mattia Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,0,5,1,20.0,0.49,0.10,0.00,0.00,8.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches
190,Mattia Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,0,8,2,25.0,0.63,0.16,0.00,0.00,8.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
191,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,23,1996,15.2,5,36,12,33.3,2.36,0.79,0.11,0.33,13.4,0,1,1,5.9,5.1,0.14,-0.9,-1.1,Matches
192,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,25,1994,30.7,7,43,15,34.9,1.40,0.49,0.16,0.47,15.3,1,0,0,5.8,5.8,0.13,+1.2,+1.2,Matches
193,Federico Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,0,13,3,23.1,0.44,0.10,0.00,0.00,13.6,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
194,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,0,2,0,0.0,0.72,0.00,0.00,,20.0,1,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
195,Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
196,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,0,2,1,50.0,0.42,0.21,0.00,0.00,16.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
197,Enis Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,1,36,13,36.1,1.93,0.70,0.03,0.08,20.2,5,0,0,2.9,2.9,0.08,-1.9,-1.9,Matches
198,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,35,1985,3.0,0,4,0,0.0,1.31,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
199,Nicolò Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,3,36,9,25.0,1.12,0.28,0.08,0.33,20.4,0,0,0,2.6,2.6,0.07,+0.4,+0.4,Matches
200,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
201,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,23,1997,15.9,2,22,12,54.5,1.38,0.75,0.09,0.17,16.8,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
202,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,3,38,11,28.9,2.23,0.65,0.08,0.27,18.4,2,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches
203,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,26,1993,0.5,0,1,1,100.0,2.14,2.14,0.00,0.00,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
204,Aymen Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,22,1998,10.9,2,19,6,31.6,1.75,0.55,0.11,0.33,20.4,1,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
205,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,3,39,12,30.8,2.64,0.81,0.05,0.17,15.7,0,1,1,5.1,4.4,0.11,-2.1,-2.4,Matches
206,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,22,1997,21.6,9,55,25,45.5,2.54,1.16,0.16,0.36,16.9,0,0,0,6.2,6.2,0.11,+2.8,+2.8,Matches
207,Marc Baró,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
208,Antonio Barragán,es ESP,DF,Elche,es La Liga,33,1987,24.8,0,5,0,0.0,0.20,0.00,0.00,,12.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
209,Antonio Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,0,2,1,50.0,2.12,1.06,0.00,0.00,14.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
210,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,2,32,10,31.3,1.25,0.39,0.06,0.20,16.0,0,0,0,3.3,3.3,0.10,-1.3,-1.3,Matches
211,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,18,2001,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19.0,0,0,0,1.8,1.8,0.08,+1.2,+1.2,Matches
212,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,0,2,0,0.0,0.16,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
213,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,21,1998,32.5,8,90,38,42.2,2.77,1.17,0.09,0.21,20.0,6,0,1,8.9,8.0,0.09,-0.9,0.0,Matches
214,Kyle Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,3,14,5,35.7,0.49,0.17,0.21,0.60,8.2,0,0,0,2.1,2.1,0.15,+0.9,+0.9,Matches
215,Paolo Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,0,4,0,0.0,1.13,0.00,0.00,,24.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
216,Marc Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,0,11,4,36.4,0.58,0.21,0.00,0.00,18.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
217,Daniele Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,0,4,2,50.0,0.91,0.45,0.00,0.00,23.6,2,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
218,Chris Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32,1988,28.6,0,10,1,10.0,0.35,0.03,0.00,0.00,13.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
219,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,4,45,17,37.8,1.56,0.59,0.09,0.24,20.9,7,0,0,3.3,3.3,0.07,+0.7,+0.7,Matches
220,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,0,11,2,18.2,0.34,0.06,0.00,0.00,10.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
222,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,1,21,4,19.0,1.24,0.24,0.05,0.25,19.8,1,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
223,Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,2,12,6,50.0,1.48,0.74,0.17,0.33,16.9,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
225,Rodrigo Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,1,17,5,29.4,0.61,0.18,0.06,0.20,15.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
226,Cristian Battocchio,it ITA,MFFW,Brest,fr Ligue 1,28,1992,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,22.6,1,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
227,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
228,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32,1988,11.9,2,7,4,57.1,0.59,0.34,0.29,0.50,14.6,0,0,0,1.4,1.4,0.19,+0.6,+0.6,Matches
229,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,20,1999,26.3,6,62,21,33.9,2.36,0.80,0.10,0.29,15.3,1,0,0,5.5,5.5,0.09,+0.5,+0.5,Matches
230,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,4.1,0,12,3,25.0,2.92,0.73,0.00,0.00,12.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
231,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32,1988,29.0,2,11,2,18.2,0.38,0.07,0.18,1.00,9.0,0,0,0,1.2,1.2,0.11,+0.8,+0.8,Matches
232,Noah Joel Sarenren Bazee,ng NGA,FWMF,Augsburg,de Bundesliga,23,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
233,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,26,1994,24.4,9,46,19,41.3,1.88,0.78,0.20,0.47,12.3,0,0,0,9.1,9.1,0.20,-0.1,-0.1,Matches
234,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,24,1996,30.9,1,11,2,18.2,0.36,0.06,0.09,0.50,8.9,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
235,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,25,1995,12.3,3,31,10,32.3,2.52,0.81,0.10,0.30,22.0,0,0,0,2.0,2.0,0.07,+1.0,+1.0,Matches
236,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,18.2,0,5,1,20.0,0.27,0.05,0.00,0.00,20.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
237,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,34.4,1,10,5,50.0,0.29,0.15,0.10,0.20,8.9,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
238,Donny van de Beek,nl NED,MFFW,Manchester Utd,eng Premier League,23,1997,5.8,1,2,1,50.0,0.34,0.17,0.50,1.00,18.6,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches
239,Valon Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,14.3,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
240,Brian Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,0.9,0,2,0,0.0,2.28,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
241,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
242,Ishak Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,28,1992,6.6,0,12,4,33.3,1.81,0.60,0.00,0.00,11.8,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches
243,Erwan Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,0.3,0,1,0,0.0,3.00,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
244,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,30.3,0,7,0,0.0,0.23,0.00,0.00,,22.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,14.1,1,7,2,28.6,0.50,0.14,0.14,0.50,13.4,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
246,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,30,1990,8.9,0,29,9,31.0,3.27,1.02,0.00,0.00,18.0,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches
247,Jean-Ricner Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,22,1998,23.2,1,26,5,19.2,1.12,0.22,0.04,0.20,17.2,0,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
248,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,25,1995,23.2,1,15,5,33.3,0.65,0.22,0.07,0.20,19.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
249,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,18.9,1,34,9,26.5,1.80,0.48,0.03,0.11,18.2,0,0,0,3.0,3.0,0.09,-2.0,-2.0,Matches
250,Andrea Belotti,it ITA,FW,Torino,it Serie A,26,1993,32.1,13,102,34,33.3,3.18,1.06,0.09,0.26,16.9,8,4,5,13.8,9.9,0.10,-0.8,-0.9,Matches
251,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,21,1999,15.5,3,19,7,36.8,1.22,0.45,0.16,0.43,21.1,0,0,0,1.4,1.4,0.07,+1.6,+1.6,Matches
252,Sami Ben Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
253,Hatem Ben Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,33,1987,18.9,2,33,11,33.3,1.74,0.58,0.06,0.18,21.4,5,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
254,Salim Ben Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,29.0,20,68,22,32.4,2.35,0.76,0.15,0.45,16.9,5,10,12,19.1,10.0,0.15,+0.9,0.0,Matches
256,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,28,1992,13.5,0,11,4,36.4,0.82,0.30,0.00,0.00,18.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
257,Samy Benchama,fr FRA,MFDF,Montpellier,fr Ligue 1,20,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
258,Lars Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,10.4,1,9,0,0.0,0.87,0.00,0.00,,16.7,0,1,1,1.2,0.5,0.05,-0.2,-0.5,Matches
259,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,13.0,0,3,1,33.3,0.23,0.08,0.00,0.00,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
260,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,17.5,5,37,14,37.8,2.11,0.80,0.11,0.29,15.6,0,1,1,7.6,6.8,0.18,-2.6,-2.8,Matches
261,László Bénes,sk SVK,MFFW,Augsburg,de Bundesliga,22,1997,7.3,1,8,3,37.5,1.09,0.41,0.13,0.33,20.1,1,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
262,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,22,1997,1.7,0,2,0,0.0,1.20,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
263,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
264,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,29.5,0,6,1,16.7,0.20,0.03,0.00,0.00,10.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
265,Sergio Benito,es ESP,FW,Valladolid,es La Liga,21,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Bilal Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
267,Djamel Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
268,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,14.7,0,12,1,8.3,0.81,0.07,0.00,0.00,25.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
269,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,24,1995,15.5,1,35,11,31.4,2.26,0.71,0.03,0.09,19.9,1,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
270,Yassine Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,13.8,0,19,4,21.1,1.38,0.29,0.00,0.00,23.7,5,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
271,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,25,1995,20.1,4,21,7,33.3,1.04,0.35,0.14,0.43,14.6,0,1,1,2.3,1.6,0.07,+1.7,+1.4,Matches
272,Josh Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,2.9,0,2,0,0.0,0.68,0.00,0.00,,23.5,1,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
273,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,6.1,0,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,Matches
